# mu_eV	mu_minus_reference_eV	temperature_K	region	band_id	sigma_e2_over_h	sigma_S	delta_sigma_e2_over_h	electrons_per_cell	delta_electrons_per_cell
-1.384873880699841	-0.9467751797305227	0.0	total	0	-6.376601444661958e-09	-2.470324645901096e-13	2.871538076765212e-10	17.98611111111111	-0.013888888888888888
-1.3798738806998412	-0.9417751797305228	0.0	total	0	-6.376601444661958e-09	-2.470324645901096e-13	2.871538076765212e-10	17.98611111111111	-0.013888888888888888
-1.374873880699841	-0.9367751797305227	0.0	total	0	-6.376601444661958e-09	-2.470324645901096e-13	2.871538076765212e-10	17.98611111111111	-0.013888888888888888
-1.3698738806998412	-0.9317751797305228	0.0	total	0	-6.376601444661958e-09	-2.470324645901096e-13	2.871538076765212e-10	17.98611111111111	-0.013888888888888888
-1.364873880699841	-0.9267751797305227	0.0	total	0	-6.376601444661958e-09	-2.470324645901096e-13	2.871538076765212e-10	17.98611111111111	-0.013888888888888888
-1.3598738806998412	-0.9217751797305228	0.0	total	0	-6.376601444661958e-09	-2.470324645901096e-13	2.871538076765212e-10	17.98611111111111	-0.013888888888888888
-1.354873880699841	-0.9167751797305227	0.0	total	0	-6.376601444661958e-09	-2.470324645901096e-13	2.871538076765212e-10	17.98611111111111	-0.013888888888888888
-1.3498738806998412	-0.9117751797305228	0.0	total	0	-6.376601444661958e-09	-2.470324645901096e-13	2.871538076765212e-10	17.98611111111111	-0.013888888888888888
-1.344873880699841	-0.9067751797305227	0.0	total	0	-6.376601444661958e-09	-2.470324645901096e-13	2.871538076765212e-10	17.98611111111111	-0.013888888888888888
-1.3398738806998411	-0.9017751797305228	0.0	total	0	-6.376601444661958e-09	-2.470324645901096e-13	2.871538076765212e-10	17.98611111111111	-0.013888888888888888
-1.334873880699841	-0.8967751797305227	0.0	total	0	-6.376601444661958e-09	-2.470324645901096e-13	2.871538076765212e-10	17.98611111111111	-0.013888888888888888
-1.3298738806998411	-0.8917751797305228	0.0	total	0	-6.376601444661958e-09	-2.470324645901096e-13	2.871538076765212e-10	17.98611111111111	-0.013888888888888888
-1.3248738806998412	-0.8867751797305229	0.0	total	0	-6.376601444661958e-09	-2.470324645901096e-13	2.871538076765212e-10	17.98611111111111	-0.013888888888888888
-1.3198738806998411	-0.8817751797305228	0.0	total	0	-6.376601444661958e-09	-2.470324645901096e-13	2.871538076765212e-10	17.98611111111111	-0.013888888888888888
-1.314873880699841	-0.8767751797305227	0.0	total	0	-6.376601434320126e-09	-2.4703246418946224e-13	2.871538146154151e-10	17.98611111111111	-0.013888888888888888
-1.3098738806998411	-0.8717751797305228	0.0	total	0	-6.376601434320126e-09	-2.4703246418946224e-13	2.871538146154151e-10	17.98611111111111	-0.013888888888888888
-1.3048738806998412	-0.8667751797305229	0.0	total	0	-6.376601434320126e-09	-2.4703246418946224e-13	2.871538146154151e-10	17.98611111111111	-0.013888888888888888
-1.2998738806998411	-0.8617751797305228	0.0	total	0	-6.376601434320126e-09	-2.4703246418946224e-13	2.871538146154151e-10	17.98611111111111	-0.013888888888888888
-1.294873880699841	-0.8567751797305226	0.0	total	0	-6.376601434320126e-09	-2.4703246418946224e-13	2.871538146154151e-10	17.98611111111111	-0.013888888888888888
-1.289873880699841	-0.8517751797305227	0.0	total	0	-6.376601434320126e-09	-2.4703246418946224e-13	2.871538146154151e-10	17.98611111111111	-0.013888888888888888
-1.2848738806998412	-0.8467751797305229	0.0	total	0	-6.376601434320126e-09	-2.4703246418946224e-13	2.871538146154151e-10	17.98611111111111	-0.013888888888888888
-1.279873880699841	-0.8417751797305227	0.0	total	0	-6.376601434320126e-09	-2.4703246418946224e-13	2.871538146154151e-10	17.98611111111111	-0.013888888888888888
-1.2748738806998412	-0.8367751797305228	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.269873880699841	-0.8317751797305227	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.2648738806998412	-0.8267751797305228	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.259873880699841	-0.8217751797305227	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.2548738806998412	-0.8167751797305228	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.249873880699841	-0.8117751797305227	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.2448738806998412	-0.8067751797305228	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.239873880699841	-0.8017751797305227	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.2348738806998412	-0.7967751797305228	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.229873880699841	-0.7917751797305227	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.2248738806998412	-0.7867751797305228	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.219873880699841	-0.7817751797305227	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.2148738806998411	-0.7767751797305228	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.209873880699841	-0.7717751797305227	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.2048738806998411	-0.7667751797305228	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.199873880699841	-0.7617751797305227	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.1948738806998411	-0.7567751797305228	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.189873880699841	-0.7517751797305227	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.1848738806998411	-0.7467751797305228	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.1798738806998412	-0.7417751797305229	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.1748738806998411	-0.7367751797305228	0.0	total	0	-6.663755457102358e-09	-2.581569427350427e-13	0.0	18.0	0.0
-1.4748738806998412	-1.036775179730523	0.0	K	0	0.20561504315648133	7.965621077081451e-06	-0.14991153444246938	1.5694444444444446	-0.055555555555555566
-1.4698738806998413	-1.031775179730523	0.0	K	0	0.20561504315648133	7.965621077081451e-06	-0.14991153444246938	1.5694444444444446	-0.055555555555555566
-1.4648738806998411	-1.0267751797305227	0.0	K	0	0.20561504315648133	7.965621077081451e-06	-0.14991153444246938	1.5694444444444446	-0.055555555555555566
-1.4598738806998413	-1.0217751797305228	0.0	K	0	0.29464473889552334	1.1414672323421192e-05	-0.060881838703427435	1.6111111111111112	-0.013888888888888888
-1.4548738806998411	-1.016775179730523	0.0	K	0	0.29464473889552334	1.1414672323421192e-05	-0.060881838703427435	1.6111111111111112	-0.013888888888888888
-1.4498738806998412	-1.011775179730523	0.0	K	0	0.29464473889552334	1.1414672323421192e-05	-0.060881838703427435	1.6111111111111112	-0.013888888888888888
-1.4448738806998411	-1.0067751797305227	0.0	K	0	0.29464473889552334	1.1414672323421192e-05	-0.060881838703427435	1.6111111111111112	-0.013888888888888888
-1.4398738806998412	-1.0017751797305228	0.0	K	0	0.29464473889552334	1.1414672323421192e-05	-0.060881838703427435	1.6111111111111112	-0.013888888888888888
-1.4348738806998411	-0.9967751797305228	0.0	K	0	0.29464473889552334	1.1414672323421192e-05	-0.060881838703427435	1.6111111111111112	-0.013888888888888888
-1.4298738806998412	-0.9917751797305229	0.0	K	0	0.29464473889552334	1.1414672323421192e-05	-0.060881838703427435	1.6111111111111112	-0.013888888888888888
-1.4248738806998411	-0.9867751797305228	0.0	K	0	0.29464473889552334	1.1414672323421192e-05	-0.060881838703427435	1.6111111111111112	-0.013888888888888888
-1.4198738806998412	-0.9817751797305229	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.414873880699841	-0.9767751797305227	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.4098738806998412	-0.9717751797305229	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.404873880699841	-0.9667751797305227	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.3998738806998412	-0.9617751797305228	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.394873880699841	-0.9567751797305227	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.3898738806998412	-0.9517751797305228	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.384873880699841	-0.9467751797305227	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.3798738806998412	-0.9417751797305228	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.374873880699841	-0.9367751797305227	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.3698738806998412	-0.9317751797305228	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.364873880699841	-0.9267751797305227	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.3598738806998412	-0.9217751797305228	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.354873880699841	-0.9167751797305227	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.3498738806998412	-0.9117751797305228	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.344873880699841	-0.9067751797305227	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.3398738806998411	-0.9017751797305228	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.334873880699841	-0.8967751797305227	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.3298738806998411	-0.8917751797305228	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.3248738806998412	-0.8867751797305229	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.3198738806998411	-0.8817751797305228	0.0	K	0	0.3221237579211762	1.2479222123708326e-05	-0.03340281967777455	1.6180555555555556	-0.006944444444444444
-1.314873880699841	-0.8767751797305227	0.0	K	0	0.32212375792117615	1.2479222123708324e-05	-0.033402819677774545	1.6180555555555556	-0.006944444444444444
-1.3098738806998411	-0.8717751797305228	0.0	K	0	0.32212375792117615	1.2479222123708324e-05	-0.033402819677774545	1.6180555555555556	-0.006944444444444444
-1.3048738806998412	-0.8667751797305229	0.0	K	0	0.32212375792117615	1.2479222123708324e-05	-0.033402819677774545	1.6180555555555556	-0.006944444444444444
-1.2998738806998411	-0.8617751797305228	0.0	K	0	0.32212375792117615	1.2479222123708324e-05	-0.033402819677774545	1.6180555555555556	-0.006944444444444444
-1.294873880699841	-0.8567751797305226	0.0	K	0	0.32212375792117615	1.2479222123708324e-05	-0.033402819677774545	1.6180555555555556	-0.006944444444444444
-1.289873880699841	-0.8517751797305227	0.0	K	0	0.32212375792117615	1.2479222123708324e-05	-0.033402819677774545	1.6180555555555556	-0.006944444444444444
-1.2848738806998412	-0.8467751797305229	0.0	K	0	0.32212375792117615	1.2479222123708324e-05	-0.033402819677774545	1.6180555555555556	-0.006944444444444444
-1.279873880699841	-0.8417751797305227	0.0	K	0	0.32212375792117615	1.2479222123708324e-05	-0.033402819677774545	1.6180555555555556	-0.006944444444444444
-1.2748738806998412	-0.8367751797305228	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.269873880699841	-0.8317751797305227	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.2648738806998412	-0.8267751797305228	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.259873880699841	-0.8217751797305227	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.2548738806998412	-0.8167751797305228	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.249873880699841	-0.8117751797305227	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.2448738806998412	-0.8067751797305228	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.239873880699841	-0.8017751797305227	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.2348738806998412	-0.7967751797305228	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.229873880699841	-0.7917751797305227	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.2248738806998412	-0.7867751797305228	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.219873880699841	-0.7817751797305227	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.2148738806998411	-0.7767751797305228	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.209873880699841	-0.7717751797305227	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.2048738806998411	-0.7667751797305228	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.199873880699841	-0.7617751797305227	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.1948738806998411	-0.7567751797305228	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.189873880699841	-0.7517751797305227	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.1848738806998411	-0.7467751797305228	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.1798738806998412	-0.7417751797305229	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.1748738806998411	-0.7367751797305228	0.0	K	0	0.3555265775989507	1.3773262678205783e-05	0.0	1.625	0.0
-1.4748738806998412	-1.036775179730523	0.0	Kprime	0	-0.20561504465497893	-7.965621135133935e-06	0.14991153396902354	1.5694444444444446	-0.055555555555555566
-1.4698738806998413	-1.031775179730523	0.0	Kprime	0	-0.20561504465497893	-7.965621135133935e-06	0.14991153396902354	1.5694444444444446	-0.055555555555555566
-1.4648738806998411	-1.0267751797305227	0.0	Kprime	0	-0.20561504465497893	-7.965621135133935e-06	0.14991153396902354	1.5694444444444446	-0.055555555555555566
-1.4598738806998413	-1.0217751797305228	0.0	Kprime	0	-0.2946447409113674	-1.1414672401515915e-05	0.060881837712635084	1.6111111111111112	-0.013888888888888888
-1.4548738806998411	-1.016775179730523	0.0	Kprime	0	-0.2946447409113674	-1.1414672401515915e-05	0.060881837712635084	1.6111111111111112	-0.013888888888888888
-1.4498738806998412	-1.011775179730523	0.0	Kprime	0	-0.2946447409113674	-1.1414672401515915e-05	0.060881837712635084	1.6111111111111112	-0.013888888888888888
-1.4448738806998411	-1.0067751797305227	0.0	Kprime	0	-0.2946447409113674	-1.1414672401515915e-05	0.060881837712635084	1.6111111111111112	-0.013888888888888888
-1.4398738806998412	-1.0017751797305228	0.0	Kprime	0	-0.2946447409113674	-1.1414672401515915e-05	0.060881837712635084	1.6111111111111112	-0.013888888888888888
-1.4348738806998411	-0.9967751797305228	0.0	Kprime	0	-0.2946447409113674	-1.1414672401515915e-05	0.060881837712635084	1.6111111111111112	-0.013888888888888888
-1.4298738806998412	-0.9917751797305229	0.0	Kprime	0	-0.2946447409113674	-1.1414672401515915e-05	0.060881837712635084	1.6111111111111112	-0.013888888888888888
-1.4248738806998411	-0.9867751797305228	0.0	Kprime	0	-0.2946447409113674	-1.1414672401515915e-05	0.060881837712635084	1.6111111111111112	-0.013888888888888888
-1.4198738806998412	-0.9817751797305229	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.414873880699841	-0.9767751797305227	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.4098738806998412	-0.9717751797305229	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.404873880699841	-0.9667751797305227	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.3998738806998412	-0.9617751797305228	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.394873880699841	-0.9567751797305227	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.3898738806998412	-0.9517751797305228	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.384873880699841	-0.9467751797305227	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.3798738806998412	-0.9417751797305228	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.374873880699841	-0.9367751797305227	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.3698738806998412	-0.9317751797305228	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.364873880699841	-0.9267751797305227	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.3598738806998412	-0.9217751797305228	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.354873880699841	-0.9167751797305227	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.3498738806998412	-0.9117751797305228	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.344873880699841	-0.9067751797305227	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.3398738806998411	-0.9017751797305228	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.334873880699841	-0.8967751797305227	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.3298738806998411	-0.8917751797305228	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.3248738806998412	-0.8867751797305229	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.3198738806998411	-0.8817751797305228	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.314873880699841	-0.8767751797305227	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.3098738806998411	-0.8717751797305228	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.3048738806998412	-0.8667751797305229	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.2998738806998411	-0.8617751797305228	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.294873880699841	-0.8567751797305226	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.289873880699841	-0.8517751797305227	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.2848738806998412	-0.8467751797305229	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.279873880699841	-0.8417751797305227	0.0	Kprime	0	-0.3221237586590741	-1.247922215229483e-05	0.03340281996492836	1.6180555555555556	-0.006944444444444444
-1.2748738806998412	-0.8367751797305228	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.269873880699841	-0.8317751797305227	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.2648738806998412	-0.8267751797305228	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.259873880699841	-0.8217751797305227	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.2548738806998412	-0.8167751797305228	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.249873880699841	-0.8117751797305227	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.2448738806998412	-0.8067751797305228	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.239873880699841	-0.8017751797305227	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.2348738806998412	-0.7967751797305228	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.229873880699841	-0.7917751797305227	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.2248738806998412	-0.7867751797305228	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.219873880699841	-0.7817751797305227	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.2148738806998411	-0.7767751797305228	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.209873880699841	-0.7717751797305227	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.2048738806998411	-0.7667751797305228	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.199873880699841	-0.7617751797305227	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.1948738806998411	-0.7567751797305228	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.189873880699841	-0.7517751797305227	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.1848738806998411	-0.7467751797305228	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.1798738806998412	-0.7417751797305229	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.1748738806998411	-0.7367751797305228	0.0	Kprime	0	-0.35552657862400244	-1.3773262717916757e-05	0.0	1.625	0.0
-1.4748738806998412	-1.036775179730523	0.0	rest	0	-5.6387034241977575e-09	-2.1844595684090241e-13	0.0	14.75	0.0
-1.4698738806998413	-1.031775179730523	0.0	rest	0	-5.6387034241977575e-09	-2.1844595684090241e-13	0.0	14.75	0.0
-1.4648738806998411	-1.0267751797305227	0.0	rest	0	-5.6387034241977575e-09	-2.1844595684090241e-13	0.0	14.75	0.0
-1.4598738806998413	-1.0217751797305228	0.0	rest	0	-5.6387034241977575e-09	-2.1844595684090241e-13	0.0	14.75	0.0
