case,k_index,valley,photon_energy_eV,left_spectrum_au,right_spectrum_au,eta_raw,eta_rounding_absolute_bound,strength_valid,display_valid,eta_display
1h-bilayer,25,K,2.05,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.06,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.07,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.08,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.09,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.1,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.11,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.12,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.13,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.14,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.15,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.16,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.17,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.18,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.19,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.2,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.21,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.22,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.23,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.24,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.25,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.26,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.27,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.28,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.29,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.3,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.31,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.32,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.33,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.34,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.35,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.36,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.37,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.38,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.39,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.4,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.41,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.42,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.43,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.44,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.45,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.46,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.47,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.48,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.49,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.5,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.51,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.52,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.53,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.54,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.55,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.56,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.57,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.58,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.59,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.6,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.61,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.62,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.63,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.64,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.65,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.66,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.67,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.68,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.69,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.7,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.71,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.72,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.73,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.74,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.75,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.76,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.77,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.78,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.79,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.8,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.81,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.82,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.83,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.84,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.85,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.86,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.87,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.88,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.89,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.9,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.91,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.92,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.93,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.94,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.95,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.96,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.97,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.98,0.0,0.0,,,0,0,
1h-bilayer,25,K,2.99,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.0,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.01,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.02,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.03,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.04,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.05,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.06,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.07,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.08,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.09,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.1,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.11,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.12,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.13,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.14,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.15,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.16,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.17,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.18,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.19,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.2,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.21,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.22,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.23,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.24,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.25,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.26,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.27,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.28,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.29,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.3,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.31,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.32,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.33,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.34,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.35,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.36,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.37,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.38,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.39,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.4,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.41,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.42,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.43,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.44,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.45,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.46,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.47,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.48,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.49,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.5,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.51,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.52,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.53,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.54,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.55,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.56,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.57,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.58,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.59,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.6,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.61,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.62,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.63,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.64,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.65,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.66,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.67,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.68,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.69,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.7,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.71,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.72,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.73,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.74,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.75,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.76,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.77,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.78,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.79,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.8,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.81,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.82,0.0001,0.0,1.0,1.0,0,0,
1h-bilayer,25,K,3.83,0.0001,0.0,1.0,1.0,0,0,
1h-bilayer,25,K,3.84,0.0001,0.0,1.0,1.0,0,0,
1h-bilayer,25,K,3.85,0.0001,0.0,1.0,1.0,0,0,
1h-bilayer,25,K,3.86,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.87,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.88,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.89,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.9,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.91,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.92,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.93,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.94,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.95,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.96,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.97,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.98,0.0,0.0,,,0,0,
1h-bilayer,25,K,3.99,0.0,0.0,,,0,0,
1h-bilayer,25,K,4.0,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.5,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.51,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.52,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.53,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.54,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.55,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.56,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.57,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.58,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.59,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.6,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.61,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.62,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.63,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.64,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.65,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.66,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.67,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.68,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.69,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.7,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.71,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.72,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.73,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.74,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.75,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.76,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.77,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.78,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.79,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.8,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.81,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.82,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.83,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.84,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.85,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.86,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.87,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.88,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.89,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.9,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.91,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.92,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.93,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.94,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.95,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.96,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.97,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.98,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,0.99,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.0,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.01,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.02,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.03,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.04,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.05,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.06,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.07,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.08,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.09,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.1,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.11,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.12,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.13,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.14,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.15,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.16,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.17,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.18,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.19,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.2,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.21,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.22,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.23,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.24,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.25,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.26,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.27,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.28,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.29,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.3,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.31,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.32,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.33,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.34,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.35,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.36,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.37,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.38,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.39,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.4,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.41,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.42,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.43,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.44,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.45,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.46,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.47,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,1.48,0.0001,0.0,1.0,1.0,0,0,
1h-bilayer,49,Kprime,1.49,0.0001,0.0,1.0,1.0,0,0,
1h-bilayer,49,Kprime,1.5,0.0003,0.0,1.0,0.33333333333333337,1,0,
1h-bilayer,49,Kprime,1.51,0.0005,0.0,1.0,0.2,1,0,
1h-bilayer,49,Kprime,1.52,0.0009,0.0,1.0,0.11111111111111112,1,0,
1h-bilayer,49,Kprime,1.53,0.0015,0.0,1.0,0.06666666666666667,1,0,
1h-bilayer,49,Kprime,1.54,0.0026,0.0,1.0,0.038461538461538464,1,0,
1h-bilayer,49,Kprime,1.55,0.0041,0.0,1.0,0.024390243902439025,1,0,
1h-bilayer,49,Kprime,1.56,0.0064,0.0,1.0,0.015625,1,0,
1h-bilayer,49,Kprime,1.57,0.0097,0.0,1.0,0.010309278350515464,1,0,
1h-bilayer,49,Kprime,1.58,0.014,0.0,1.0,0.007142857142857143,1,0,
1h-bilayer,49,Kprime,1.59,0.0195,0.0,1.0,0.005128205128205128,1,0,
1h-bilayer,49,Kprime,1.6,0.0261,0.0,1.0,0.0038314176245210726,1,1,1.0
1h-bilayer,49,Kprime,1.61,0.0338,0.0,1.0,0.002958579881656805,1,1,1.0
1h-bilayer,49,Kprime,1.62,0.0421,0.0,1.0,0.0023752969121140144,1,1,1.0
1h-bilayer,49,Kprime,1.63,0.0506,0.0,1.0,0.0019762845849802375,1,1,1.0
1h-bilayer,49,Kprime,1.64,0.0587,0.0,1.0,0.0017035775127768314,1,1,1.0
1h-bilayer,49,Kprime,1.65,0.0657,0.0,1.0,0.0015220700152207003,1,1,1.0
1h-bilayer,49,Kprime,1.66,0.071,0.0,1.0,0.0014084507042253524,1,1,1.0
1h-bilayer,49,Kprime,1.67,0.0741,0.0,1.0,0.0013495276653171392,1,1,1.0
1h-bilayer,49,Kprime,1.68,0.0749,0.0,1.0,0.001335113484646195,1,1,1.0
1h-bilayer,49,Kprime,1.69,0.0733,0.0,1.0,0.001364256480218281,1,1,1.0
1h-bilayer,49,Kprime,1.7,0.0699,0.0,1.0,0.001430615164520744,1,1,1.0
1h-bilayer,49,Kprime,1.71,0.0652,0.0,1.0,0.0015337423312883438,1,1,1.0
1h-bilayer,49,Kprime,1.72,0.0601,0.0,1.0,0.0016638935108153079,1,1,1.0
1h-bilayer,49,Kprime,1.73,0.0552,0.0,1.0,0.0018115942028985507,1,1,1.0
1h-bilayer,49,Kprime,1.74,0.0515,0.0,1.0,0.0019417475728155341,1,1,1.0
1h-bilayer,49,Kprime,1.75,0.0493,0.0,1.0,0.0020283975659229213,1,1,1.0
1h-bilayer,49,Kprime,1.76,0.049,0.0,1.0,0.0020408163265306124,1,1,1.0
1h-bilayer,49,Kprime,1.77,0.0503,0.0,1.0,0.001988071570576541,1,1,1.0
1h-bilayer,49,Kprime,1.78,0.053,0.0,1.0,0.001886792452830189,1,1,1.0
1h-bilayer,49,Kprime,1.79,0.0563,0.0,1.0,0.0017761989342806395,1,1,1.0
1h-bilayer,49,Kprime,1.8,0.0595,0.0,1.0,0.0016806722689075631,1,1,1.0
1h-bilayer,49,Kprime,1.81,0.062,0.0,1.0,0.0016129032258064516,1,1,1.0
1h-bilayer,49,Kprime,1.82,0.0631,0.0,1.0,0.001584786053882726,1,1,1.0
1h-bilayer,49,Kprime,1.83,0.0623,0.0,1.0,0.0016051364365971107,1,1,1.0
1h-bilayer,49,Kprime,1.84,0.0597,0.0,1.0,0.0016750418760469012,1,1,1.0
1h-bilayer,49,Kprime,1.85,0.0553,0.0,1.0,0.0018083182640144665,1,1,1.0
1h-bilayer,49,Kprime,1.86,0.0494,0.0,1.0,0.0020242914979757085,1,1,1.0
1h-bilayer,49,Kprime,1.87,0.0426,0.0,1.0,0.002347417840375587,1,1,1.0
1h-bilayer,49,Kprime,1.88,0.0354,0.0,1.0,0.002824858757062147,1,1,1.0
1h-bilayer,49,Kprime,1.89,0.0284,0.0,1.0,0.0035211267605633804,1,1,1.0
1h-bilayer,49,Kprime,1.9,0.022,0.0,1.0,0.004545454545454546,1,1,1.0
1h-bilayer,49,Kprime,1.91,0.0164,0.0,1.0,0.006097560975609756,1,0,
1h-bilayer,49,Kprime,1.92,0.0117,0.0,1.0,0.008547008547008548,1,0,
1h-bilayer,49,Kprime,1.93,0.0081,0.0,1.0,0.01234567901234568,1,0,
1h-bilayer,49,Kprime,1.94,0.0054,0.0,1.0,0.018518518518518517,1,0,
1h-bilayer,49,Kprime,1.95,0.0035,0.0,1.0,0.02857142857142857,1,0,
1h-bilayer,49,Kprime,1.96,0.0021,0.0,1.0,0.04761904761904762,1,0,
1h-bilayer,49,Kprime,1.97,0.0013,0.0,1.0,0.07692307692307693,1,0,
1h-bilayer,49,Kprime,1.98,0.0007,0.0,1.0,0.14285714285714288,1,0,
1h-bilayer,49,Kprime,1.99,0.0004,0.0,1.0,0.25,1,0,
1h-bilayer,49,Kprime,2.0,0.0002,0.0,1.0,0.5,1,0,
1h-bilayer,49,Kprime,2.01,0.0001,0.0,1.0,1.0,0,0,
1h-bilayer,49,Kprime,2.02,0.0001,0.0,1.0,1.0,0,0,
1h-bilayer,49,Kprime,2.03,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.04,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.05,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.06,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.07,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.08,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.09,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.1,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.11,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.12,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.13,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.14,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.15,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.16,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.17,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.18,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.19,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.2,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.21,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.22,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.23,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.24,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.25,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.26,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.27,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.28,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.29,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.3,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.31,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.32,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.33,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.34,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.35,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.36,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.37,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.38,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.39,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.4,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.41,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.42,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.43,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.44,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.45,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.46,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.47,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.48,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.49,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.5,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.51,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.52,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.53,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.54,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.55,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.56,0.0,0.0,,,0,0,
1h-bilayer,49,Kprime,2.57,0.0,0.0,,,0,0,
